Timestamp,Frame,Count
2025-03-25 14:14:57,0,28
2025-03-25 14:14:57,5,28
2025-03-25 14:14:58,10,29
2025-03-25 14:14:58,15,29
2025-03-25 14:14:58,20,30
2025-03-25 14:14:59,25,28
2025-03-25 14:14:59,30,25
2025-03-25 14:14:59,35,30
2025-03-25 14:14:59,40,31
2025-03-25 14:15:00,45,30
2025-03-25 14:15:00,50,27
2025-03-25 14:15:00,55,27
2025-03-25 14:15:01,60,27
2025-03-25 14:15:01,65,28
2025-03-25 14:15:01,70,27
2025-03-25 14:15:01,75,29
2025-03-25 14:15:02,80,29
2025-03-25 14:15:02,85,26
2025-03-25 14:15:02,90,28
2025-03-25 14:15:02,95,28
2025-03-25 14:15:03,100,26
2025-03-25 14:15:03,105,29
2025-03-25 14:15:03,110,25
2025-03-25 14:15:04,115,27
2025-03-25 14:15:04,120,30
2025-03-25 14:15:04,125,28
2025-03-25 14:15:05,130,25
2025-03-25 14:15:05,135,22
2025-03-25 14:15:05,140,24
2025-03-25 14:15:05,145,25
2025-03-25 14:15:06,150,26
2025-03-25 14:15:06,155,26
2025-03-25 14:15:06,160,26
2025-03-25 14:15:07,165,27
2025-03-25 14:15:07,170,27
2025-03-25 14:15:07,175,27
2025-03-25 14:15:07,180,27
2025-03-25 14:15:08,185,28
2025-03-25 14:15:08,190,29
2025-03-25 14:15:08,195,28
2025-03-25 14:15:08,200,29
2025-03-25 14:15:09,205,28
2025-03-25 14:15:09,210,30
2025-03-25 14:15:09,215,27
2025-03-25 14:15:10,220,25
2025-03-25 14:15:10,225,27
2025-03-25 14:15:10,230,27
2025-03-25 14:15:10,235,28
2025-03-25 14:15:11,240,27
2025-03-25 14:15:11,245,28
2025-03-25 14:15:11,250,26
2025-03-25 14:15:12,255,29
2025-03-25 14:15:12,260,29
2025-03-25 14:15:12,265,29
2025-03-25 14:15:12,270,28
2025-03-25 14:15:13,275,26
2025-03-25 14:15:13,280,27
2025-03-25 14:15:13,285,30
2025-03-25 14:15:14,290,31
2025-03-25 14:15:14,295,34
2025-03-25 14:15:14,300,29
2025-03-25 14:15:14,305,29
2025-03-25 14:15:15,310,28
2025-03-25 14:15:15,315,30
2025-03-25 14:15:15,320,27
2025-03-25 14:15:15,325,28
2025-03-25 14:15:16,330,29
2025-03-25 14:15:16,335,30
2025-03-25 14:15:16,340,30
